TrainingID,EmployeeID,TrainingCourse,TrainingProvider,TrainingDate,Result
TRN002702,EMP001115,Data Analytics,KPMG,2023-08-11,In Progress
TRN002703,EMP001116,Customer Service,Geoflex Academy,2024-05-13,Failed
TRN002704,EMP001116,Cybersecurity Awareness,Coursera,2020-11-11,In Progress
TRN002705,EMP001116,Project Management,Udemy,2025-01-20,Failed
TRN002706,EMP001116,Leadership Development,Deloitte,2020-12-12,Failed
TRN002707,EMP001117,Project Management,KPMG,2025-08-06,Completed
TRN002708,EMP001117,Compliance Training,Microsoft,2023-11-05,Completed
TRN002709,EMP001118,Customer Service,Udemy,2022-04-25,Completed
TRN002710,EMP001118,Data Analytics,KPMG,2022-11-02,In Progress
TRN002711,EMP001119,Lean Manufacturing,KPMG,2019-10-21,Completed
TRN002712,EMP001119,Risk Management,Deloitte,2021-04-19,Completed
TRN002713,EMP001119,Health and Safety,Geoflex Academy,2020-10-25,Completed
TRN002714,EMP001119,Quality Management,Microsoft,2022-02-26,Completed
TRN002715,EMP001120,Quality Management,Microsoft,2021-06-01,Completed
TRN002716,EMP001122,Compliance Training,Udemy,2022-04-20,Completed
TRN002717,EMP001122,Lean Manufacturing,Microsoft,2019-11-01,Completed
TRN002718,EMP001123,Customer Service,Microsoft,2025-09-14,Completed
TRN002719,EMP001123,Health and Safety,Deloitte,2022-09-23,Completed
TRN002720,EMP001123,Project Management,Microsoft,2020-04-26,Failed
TRN002721,EMP001123,Cybersecurity Awareness,Deloitte,2019-09-14,Completed
TRN002722,EMP001123,Risk Management,Deloitte,2024-10-23,In Progress
TRN002723,EMP001125,Risk Management,Udemy,2019-08-07,Completed
TRN002724,EMP001125,Cyber Security,KPMG,2024-10-04,Failed
TRN002725,EMP001126,Cybersecurity Awareness,Deloitte,2023-05-11,Completed
TRN002726,EMP001126,Data Analytics,Udemy,2021-03-19,Failed
TRN002727,EMP001126,Risk Management,Deloitte,2022-09-17,Failed
TRN002728,EMP001126,Project Management,Deloitte,2019-09-09,Completed
TRN002729,EMP001126,Data Analytics,Coursera,2023-11-18,Completed
TRN002730,EMP001127,Cybersecurity Awareness,Deloitte,2024-06-03,Completed
TRN002731,EMP001127,Risk Management,KPMG,2024-02-19,Failed
TRN002732,EMP001127,Data Analytics,KPMG,2024-07-07,Completed
TRN002733,EMP001128,Risk Management,KPMG,2023-03-14,Completed
TRN002734,EMP001128,Lean Manufacturing,Coursera,2023-06-14,Completed
TRN002735,EMP001128,Compliance Training,Udemy,2022-06-14,Failed
TRN002736,EMP001129,Project Management,Microsoft,2022-09-11,Completed
TRN002737,EMP001131,Leadership Development,Coursera,2023-02-04,Completed
TRN002738,EMP001131,Project Management,Deloitte,2021-10-22,Failed
TRN002739,EMP001131,Risk Management,Coursera,2021-04-27,Failed
TRN002740,EMP001131,Lean Manufacturing,Coursera,2024-05-21,In Progress
TRN002741,EMP001132,Health and Safety,Geoflex Academy,2024-07-17,Completed
TRN002742,EMP001132,Lean Manufacturing,Deloitte,2022-05-13,Failed
TRN002743,EMP001134,Customer Service,Coursera,2023-10-25,Completed
TRN002744,EMP001134,Project Management,Microsoft,2023-05-05,Completed
TRN002745,EMP001134,Health and Safety,Coursera,2023-10-17,Completed
TRN002746,EMP001134,Risk Management,Coursera,2023-04-21,Completed
TRN002747,EMP001134,Lean Manufacturing,Coursera,2023-11-05,Completed
TRN002748,EMP001135,Data Analytics,Deloitte,2024-09-18,Completed
TRN002749,EMP001136,Customer Service,Coursera,2025-07-18,Completed
TRN002750,EMP001136,Risk Management,KPMG,2024-02-06,Completed
TRN002751,EMP001137,Project Management,Deloitte,2020-02-24,Failed
TRN002752,EMP001137,Lean Manufacturing,Microsoft,2024-09-09,Completed
TRN002753,EMP001138,Customer Service,Geoflex Academy,2025-09-02,In Progress
TRN002754,EMP001138,Customer care,KPMG,2021-04-17,Completed
TRN002755,EMP001138,Leadership Development,KPMG,2021-01-14,In Progress
TRN002756,EMP001139,Data Analytics,Geoflex Academy,2019-11-13,Failed
TRN002757,EMP001139,Quality Management,KPMG,2023-07-19,Completed
TRN002758,EMP001140,Leadership Development,Udemy,2024-06-19,In Progress
TRN002759,EMP001140,Data Analytics,KPMG,2023-09-18,Completed
TRN002760,EMP001140,Project Management,Deloitte,2020-07-13,Completed
TRN002761,EMP001140,Customer Service,Udemy,2020-11-22,In Progress
TRN002762,EMP001141,Project Management,Udemy,2022-12-13,Completed
TRN002763,EMP001141,Health and Safety,Coursera,2024-04-26,Completed
TRN002764,EMP001141,Data Analytics,Deloitte,2020-07-02,Failed
TRN002765,EMP001141,Customer Service,KPMG,2024-05-12,Completed
TRN002766,EMP001142,Customer Service,KPMG,2019-05-22,Completed
TRN002767,EMP001142,Cybersecurity Awareness,KPMG,2023-07-03,Completed
TRN002768,EMP001142,Quality Management,Geoflex Academy,2025-11-03,Completed
TRN002769,EMP001143,Lean Manufacturing,Udemy,2022-05-02,Completed
TRN002770,EMP001143,Cybersecurity Awareness,Coursera,2025-09-28,In Progress
TRN002771,EMP001143,Lean Manufacturing,Geoflex Academy,2022-02-22,Completed
TRN002772,EMP001143,Health and Safety,Microsoft,2025-03-24,In Progress
TRN002773,EMP001144,Risk Management,Microsoft,2024-12-23,In Progress
TRN002774,EMP001144,Data Analytics,Deloitte,2021-07-20,In Progress
TRN002775,EMP001144,Lean Manufacturing,Microsoft,2019-03-18,Completed
TRN002776,EMP001144,Compliance Training,Deloitte,2023-06-23,Completed
TRN002777,EMP001144,Health and Safety,,2023-09-07,Completed
TRN002778,EMP001146,Cybersecurity Awareness,Geoflex Academy,2024-07-15,Completed
TRN002779,EMP001146,Customer Service,KPMG,2023-01-04,Failed
TRN002780,EMP001146,Customer Service,KPMG,2024-01-01,Failed
TRN002781,EMP001146,Quality Management,Geoflex Academy,2025-01-04,Completed
TRN002782,EMP001146,Cybersecurity Awareness,Coursera,2024-04-17,In Progress
TRN002783,EMP001148,Risk Management,KPMG,2024-09-23,Completed
TRN002784,EMP001148,Customer Service,Deloitte,2025-06-07,Completed
TRN002785,EMP001150,Lean Manufacturing,KPMG,2022-04-13,In Progress
TRN002786,EMP001152,Customer Service,KPMG,2020-02-12,Completed
TRN002787,EMP001153,Risk Management,Microsoft,2022-01-10,Completed
TRN002788,EMP001153,Cybersecurity Awareness,Udemy,2020-04-15,Failed
TRN002789,EMP001153,Customer care,Deloitte,2020-01-14,Completed
TRN002790,EMP001153,Cybersecurity Awareness,Microsoft,2022-03-10,Completed
TRN002791,EMP001154,Project Management,Coursera,2021-12-17,Completed
TRN002792,EMP001154,Health and Safety,Geoflex Academy,2023-01-20,Completed
TRN002793,EMP001155,Project Management,Coursera,2019-11-04,Completed
TRN002794,EMP001155,Leadership Development,Geoflex Academy,2025-11-18,Failed
TRN002795,EMP001156,Cybersecurity Awareness,KPMG,2024-05-22,Completed
TRN002796,EMP001156,Project Management,Udemy,2020-02-28,Completed
TRN002797,EMP001157,Data Analytics,Microsoft,2022-12-05,In Progress
TRN002798,EMP001160,Health and Safety,Udemy,2025-06-02,Completed
TRN002799,EMP001160,Risk Management,Geoflex Academy,2020-03-11,Completed
TRN002800,EMP001160,Health and Safety,Microsoft,2019-08-22,Completed
TRN002801,EMP001160,Health and Safety,Coursera,2025-10-08,Completed
TRN002802,EMP001162,Health and Safety,Udemy,2020-01-15,Completed
TRN002803,EMP001162,Health and Safety,Udemy,2024-03-05,Completed
TRN002804,EMP001162,Cybersecurity Awareness,Microsoft,2021-06-06,Completed
TRN002805,EMP001162,Leadership Development,Udemy,2024-05-22,Completed
TRN002806,EMP001163,Data Analytics,Microsoft,2020-10-02,Completed
TRN002807,EMP001163,Lean Manufacturing,Coursera,2023-01-24,Completed
TRN002808,EMP001163,Data Analytics,Deloitte,2019-09-19,In Progress
TRN002809,EMP001163,Cybersecurity Awareness,Geoflex Academy,2024-09-16,Completed
TRN002810,EMP001165,Risk Management,Deloitte,2019-05-20,Completed
TRN002811,EMP001168,Compliance Training,Geoflex Academy,2020-04-23,Completed
TRN002812,EMP001168,Quality Management,Geoflex Academy,2024-11-08,Completed
TRN002813,EMP001169,Leadership Development,Microsoft,2023-04-21,In Progress
TRN002814,EMP001170,Customer Service,Geoflex Academy,2022-12-17,In Progress
TRN002815,EMP001170,Health and Safety,Geoflex Academy,2021-10-04,In Progress
TRN002816,EMP001170,Leadership Development,Udemy,2023-01-27,Completed
TRN002817,EMP001170,Health and Safety,Geoflex Academy,2024-05-21,In Progress
TRN002818,EMP001170,Lean Manufacturing,KPMG,2023-12-17,Completed
TRN002819,EMP001171,Lean Manufacturing,Geoflex Academy,2022-06-09,Completed
TRN002820,EMP001171,Lean Manufacturing,Geoflex Academy,2022-10-09,Completed
TRN002821,EMP001171,Cybersecurity Awareness,Microsoft,2022-12-25,Failed
TRN002822,EMP001171,Lean Manufacturing,Udemy,2019-12-01,Failed
TRN002823,EMP001172,Data Analytics,KPMG,2025-02-13,Completed
TRN002824,EMP001172,Health and Safety,KPMG,2025-03-14,Completed
TRN002825,EMP001172,Project Management,Geoflex Academy,2020-06-02,Completed
TRN002826,EMP001172,Project Management,Udemy,2021-05-07,Completed
TRN002827,EMP001172,Cybersecurity Awareness,Udemy,2020-12-28,Completed
TRN002828,EMP001173,Leadership Development,Coursera,2021-10-04,Completed
TRN002829,EMP001173,Risk Management,Deloitte,2020-11-25,Completed
TRN002830,EMP001173,Project Management,Deloitte,2021-03-13,Completed
TRN002831,EMP001173,Risk Management,Microsoft,2024-09-06,Completed
TRN002832,EMP001173,Customer Service,KPMG,2023-02-27,Completed
TRN002833,EMP001174,Leadership Development,KPMG,2021-04-15,Completed
TRN002834,EMP001174,LEAN manufacturing,Microsoft,2021-10-18,Failed
TRN002835,EMP001174,Risk Management,Deloitte,2019-08-19,Completed
TRN002836,EMP001174,Cybersecurity Awareness,Coursera,2021-01-09,In Progress
TRN002837,EMP001174,Quality Management,Coursera,2024-01-17,Completed
TRN002838,EMP001175,Leadership Development,Coursera,2025-03-25,Completed
TRN002839,EMP001175,Project Management,Geoflex Academy,2025-11-05,Completed
TRN002840,EMP001175,Data Analytics,Microsoft,2022-01-19,Completed
TRN002841,EMP001175,Customer Service,Microsoft,2023-07-01,Completed
TRN002842,EMP001175,Project Management,Udemy,2023-06-08,Completed
TRN002843,EMP001176,Quality Management,Udemy,2022-03-11,Completed
TRN002844,EMP001176,Customer Service,Coursera,2025-01-11,Failed
TRN002845,EMP001177,Lean Manufacturing,Deloitte,2023-05-24,In Progress
TRN002846,EMP001177,Risk Management,Deloitte,2022-10-08,Completed
TRN002847,EMP001177,Risk Management,Udemy,2019-01-06,Failed
TRN002848,EMP001177,Data Analytics,Deloitte,2021-09-14,Completed
TRN002849,EMP001178,Health and Safety,Deloitte,2025-10-23,Failed
TRN002850,EMP001178,Cybersecurity Awareness,Geoflex Academy,2019-04-01,In Progress
TRN002851,EMP001178,Risk Management,Geoflex Academy,2024-04-19,In Progress
TRN002852,EMP001178,Customer Service,Udemy,2025-04-08,Completed
TRN002853,EMP001178,Leadership Development,Coursera,2019-10-18,Completed
TRN002854,EMP001179,Quality Management,Geoflex Academy,2025-08-23,Completed
TRN002855,EMP001179,Data Analytics,Geoflex Academy,2024-05-10,Failed
TRN002856,EMP001180,Compliance Training,Geoflex Academy,2021-05-06,In Progress
TRN002857,EMP001180,Data Analytics,Udemy,2021-10-06,Failed
TRN002858,EMP001180,Lean Manufacturing,KPMG,2019-10-15,Completed
TRN002859,EMP001182,Project Management,Coursera,2022-10-25,Completed
TRN002860,EMP001182,Cybersecurity Awareness,Geoflex Academy,2020-01-06,Completed
TRN002861,EMP001182,Health and Safety,Microsoft,2020-05-27,In Progress
TRN002862,EMP001182,Data Analytics,KPMG,2019-02-24,Completed
TRN002863,EMP001183,Customer Service,Microsoft,2022-09-15,Completed
TRN002864,EMP001183,Data Analytics,Coursera,2020-05-12,Completed
TRN002865,EMP001183,Customer Service,KPMG,2021-10-23,Completed
TRN002866,EMP001183,Risk Management,Geoflex Academy,2021-01-21,Completed
TRN002867,EMP001184,Customer Service,KPMG,2019-08-01,Completed
TRN002868,EMP001184,Lean Manufacturing,Udemy,2020-10-19,Completed
TRN002869,EMP001185,Customer Service,Coursera,2025-07-25,Completed
TRN002870,EMP001185,Compliance Training,Deloitte,2020-01-26,Completed
TRN002871,EMP001185,Risk Management,KPMG,2021-10-11,Completed
TRN002872,EMP001186,Project Management,Geoflex Academy,2019-08-16,Completed
TRN002873,EMP001186,Health and Safety,Deloitte,2021-12-06,Completed
TRN002874,EMP001186,Project Management,Udemy,2024-03-10,Completed
TRN002875,EMP001186,Compliance Training,Coursera,2025-05-28,Failed
TRN002876,EMP001187,Leadership Development,Geoflex Academy,2022-05-23,Failed
TRN002877,EMP001187,Cybersecurity Awareness,Coursera,2024-09-11,Completed
TRN002878,EMP001187,Project Management,Udemy,2019-06-23,In Progress
TRN002879,EMP001187,Cybersecurity Awareness,Coursera,2019-05-08,Failed
TRN002880,EMP001187,Compliance Training,Coursera,2023-10-09,In Progress
TRN002881,EMP001190,Project Management,Microsoft,2025-04-08,In Progress
TRN002882,EMP001190,Lean Manufacturing,Udemy,2022-05-19,In Progress
TRN002883,EMP001190,Leadership Development,Geoflex Academy,2019-11-23,Completed
TRN002884,EMP001191,Data Analytics,Deloitte,2023-04-14,Completed
TRN002885,EMP001191,Leadership Development,Deloitte,2024-07-07,In Progress
TRN002886,EMP001191,Health and Safety,KPMG,2022-03-09,Completed
TRN002887,EMP001191,Cybersecurity Awareness,Microsoft,2020-12-13,Completed
TRN002888,EMP001192,Risk Management,Deloitte,2020-04-14,Completed
TRN002889,EMP001192,Compliance Training,Microsoft,2019-11-01,Completed
TRN002890,EMP001192,Health and Safety,Deloitte,2021-03-21,Completed
TRN002891,EMP001192,Quality Management,Geoflex Academy,2025-07-06,Completed
TRN002892,EMP001192,Risk Management,Coursera,2019-03-07,Completed
TRN002893,EMP001193,Data Analytics,Coursera,2023-10-01,Completed
TRN002894,EMP001193,Quality Management,Geoflex Academy,2024-07-08,Completed
TRN002895,EMP001193,Customer Service,,2022-02-14,In Progress
TRN002896,EMP001194,Lean Manufacturing,Udemy,2024-08-14,In Progress
TRN002897,EMP001195,Cybersecurity Awareness,Udemy,2021-02-16,Completed
TRN002898,EMP001195,Leadership Development,Coursera,2022-12-25,In Progress
TRN002899,EMP001195,Data Analytics,Geoflex Academy,2024-01-06,Completed
TRN002900,EMP001196,Health and Safety,Deloitte,2021-10-28,Completed
TRN002901,EMP001196,Lean Manufacturing,,2021-07-01,Completed
TRN002902,EMP001196,Health and Safety,Udemy,2022-04-02,Completed
TRN002903,EMP001196,Cybersecurity Awareness,Coursera,2023-09-15,Completed
TRN002904,EMP001196,Quality Management,Geoflex Academy,2020-01-09,In Progress
TRN002905,EMP001197,Lean Manufacturing,KPMG,2025-12-26,In Progress
TRN002906,EMP001197,Cybersecurity Awareness,KPMG,2022-11-23,Completed
TRN002907,EMP001197,Lean Manufacturing,Coursera,2019-05-14,Failed
TRN002908,EMP001198,Leadership Development,Udemy,2022-03-11,Completed
TRN002909,EMP001199,Project Management,KPMG,2025-02-16,In Progress
TRN002910,EMP001199,Cybersecurity Awareness,Microsoft,2023-04-26,In Progress
TRN002911,EMP001199,Lean Manufacturing,Geoflex Academy,2020-07-05,In Progress
TRN002912,EMP001200,Customer Service,Deloitte,2024-02-26,Completed
TRN002913,EMP001203,Quality Management,Geoflex Academy,2024-03-04,Completed
TRN002914,EMP001203,Health and Safety,Microsoft,2023-11-17,In Progress
TRN002915,EMP001203,Data Analytics,Microsoft,2025-02-24,Completed
TRN002916,EMP001204,Project Management,Udemy,2025-03-19,Completed
TRN002917,EMP001204,Compliance Training,Microsoft,2025-12-18,Failed
TRN002918,EMP001204,Health and Safety,Deloitte,2023-11-24,Completed
TRN002919,EMP001205,Risk Management,Microsoft,2021-04-09,Failed
TRN002920,EMP001205,Compliance Training,Geoflex Academy,2021-10-16,In Progress
TRN002921,EMP001206,Project Management,Geoflex Academy,2023-02-22,Completed
TRN002922,EMP001207,Cybersecurity Awareness,KPMG,2025-11-08,Completed
TRN002923,EMP001207,Lean Manufacturing,Deloitte,2025-03-07,In Progress
TRN002924,EMP001207,Health and Safety,KPMG,2019-08-26,Failed
TRN002925,EMP001209,PM,Deloitte,2025-02-13,Completed
TRN002926,EMP001209,Leadership Development,KPMG,2019-11-08,Completed
TRN002927,EMP001209,Lean Manufacturing,Udemy,2024-02-07,Completed
TRN002928,EMP001210,Customer Service,Microsoft,2025-06-16,Completed
TRN002929,EMP001210,Customer Service,KPMG,2025-04-06,Completed
TRN002930,EMP001210,Compliance Training,KPMG,2022-12-07,Completed
TRN002931,EMP001210,Project Management,Deloitte,2024-07-21,Completed
TRN002932,EMP001211,Health and Safety,Udemy,2020-07-03,Failed
TRN002933,EMP001211,Cybersecurity Awareness,KPMG,2025-11-14,In Progress
TRN002934,EMP001212,Customer care,KPMG,2022-07-02,Failed
TRN002935,EMP001212,Leadership Development,Udemy,2023-03-22,Completed
TRN002936,EMP001212,Leadership Development,Deloitte,2022-04-24,Completed
TRN002937,EMP001212,Data Analytics,Udemy,2019-05-22,Failed
TRN002938,EMP001212,Compliance Training,Geoflex Academy,2020-03-11,In Progress
TRN002939,EMP001213,Lean Manufacturing,Deloitte,2024-12-21,Failed
TRN002940,EMP001213,Cybersecurity Awareness,Udemy,2019-04-06,Failed
TRN002941,EMP001213,Customer Service,Coursera,2022-11-16,Completed
TRN002942,EMP001213,Cybersecurity Awareness,Microsoft,2024-12-25,Completed
TRN002943,EMP001214,Compliance Training,Udemy,2019-02-02,Completed
TRN002944,EMP001214,Lean Manufacturing,KPMG,2024-03-01,In Progress
TRN002945,EMP001214,Leadership Development,Coursera,2025-10-23,Completed
TRN002946,EMP001215,Health and Safety,Udemy,2021-08-04,Failed
TRN002947,EMP001215,Risk Management,KPMG,2022-07-28,In Progress
TRN002948,EMP001216,Lean Manufacturing,Coursera,2024-01-20,Completed
TRN002949,EMP001216,Health and Safety,Deloitte,2019-12-15,In Progress
TRN002950,EMP001217,Customer Service,Deloitte,2024-10-15,Failed
TRN002951,EMP001218,Risk Management,KPMG,2020-02-14,Completed
TRN002952,EMP001218,Lean Manufacturing,Coursera,2023-09-28,Completed
TRN002953,EMP001218,Lean Manufacturing,Udemy,2024-11-09,Completed
TRN002954,EMP001219,Customer Service,Coursera,2020-10-05,Completed
TRN002955,EMP001219,Cybersecurity Awareness,Coursera,2024-08-03,In Progress
TRN002956,EMP001219,Cybersecurity Awareness,KPMG,2024-01-28,Completed
TRN002957,EMP001219,Leadership Development,KPMG,2024-10-03,Failed
TRN002958,EMP001220,Data Analytics,Geoflex Academy,2019-11-05,Failed
TRN002959,EMP001220,Cybersecurity Awareness,Deloitte,2024-12-26,Completed
TRN002960,EMP001220,Data Analytics,KPMG,2021-04-02,Failed
TRN002961,EMP001221,Customer Service,KPMG,2025-09-07,Completed
TRN002962,EMP001221,Lean Manufacturing,Coursera,2023-10-27,Completed
TRN002963,EMP001221,Customer Service,Microsoft,2021-05-02,Completed
TRN002964,EMP001221,Leadership Development,Udemy,2019-11-13,Completed
TRN002965,EMP001222,Lean Manufacturing,Coursera,2024-11-09,Completed
TRN002966,EMP001222,Project Management,Coursera,2022-08-09,Completed
TRN002967,EMP001222,Compliance Training,Microsoft,2020-05-20,Failed
TRN002968,EMP001222,Compliance Training,Coursera,2024-03-01,Completed
TRN002969,EMP001222,Cybersecurity Awareness,Geoflex Academy,2019-05-06,Failed
TRN002970,EMP001223,Quality Management,KPMG,2025-06-01,Completed
TRN002971,EMP001223,Leadership Development,Coursera,2025-10-19,Completed
TRN002972,EMP001223,Risk Management,Deloitte,2025-02-28,Completed
TRN002973,EMP001223,Risk Management,,2022-10-01,Completed
TRN002974,EMP001223,Quality Management,Deloitte,2021-12-10,Completed
TRN002975,EMP001224,Health and Safety,Coursera,2024-05-26,Completed
TRN002976,EMP001224,Risk Management,Coursera,2023-03-26,Completed
TRN002977,EMP001224,Data Analytics,KPMG,2023-08-01,Completed
TRN002978,EMP001225,Data Analytics,Microsoft,2019-06-02,In Progress
TRN002979,EMP001225,Compliance Training,Coursera,2022-12-05,Failed
TRN002980,EMP001226,Risk Management,Geoflex Academy,2022-01-17,Completed
TRN002981,EMP001226,Compliance Training,Geoflex Academy,2024-12-17,Completed
TRN002982,EMP001227,Customer Service,Udemy,2020-06-07,Completed
TRN002983,EMP001227,Project Management,Deloitte,2021-02-22,Completed
TRN002984,EMP001228,Leadership Development,Geoflex Academy,2024-07-17,In Progress
TRN002985,EMP001228,Health and Safety,Udemy,2023-06-21,Completed
TRN002986,EMP001229,Data Analytics,Coursera,2023-11-02,Completed
TRN002987,EMP001229,Leadership Development,KPMG,2023-02-06,In Progress
TRN002988,EMP001229,Compliance Training,Udemy,2022-01-17,In Progress
TRN002989,EMP001229,LEAN manufacturing,KPMG,2022-02-15,Completed
TRN002990,EMP001229,Customer Service,Microsoft,2023-08-15,Completed
TRN002991,EMP001231,Project Management,Coursera,2019-11-17,Completed
TRN002992,EMP001231,Risk Management,Microsoft,2024-08-12,In Progress
TRN002993,EMP001231,Lean Manufacturing,Coursera,2020-11-24,Completed
TRN002994,EMP001232,Customer Service,Microsoft,2025-08-21,Completed
TRN002995,EMP001232,Compliance Training,Deloitte,2024-05-09,Completed
TRN002996,EMP001232,Lean Manufacturing,Coursera,2024-05-22,Completed
TRN002997,EMP001233,Customer Service,KPMG,2025-12-20,Completed
TRN002998,EMP001233,Health and Safety,Geoflex Academy,2024-02-27,Completed
TRN002999,EMP001235,Quality Management,Coursera,2025-03-14,Completed
TRN003000,EMP001235,Leadership Development,Udemy,2021-08-13,Completed
TRN003001,EMP001236,Compliance Training,Deloitte,2023-08-20,Completed
TRN003002,EMP001236,Project Management,Udemy,2020-03-25,Completed
TRN003003,EMP001236,Risk Management,Coursera,2022-09-22,In Progress
TRN003004,EMP001236,Quality Management,Udemy,2025-03-14,Failed
TRN003005,EMP001236,Risk Management,Deloitte,2021-07-02,Completed
TRN003006,EMP001238,Compliance Training,KPMG,2020-07-17,Failed
TRN003007,EMP001239,Health and Safety,Udemy,2023-01-08,In Progress
TRN003008,EMP001239,Health and Safety,KPMG,2019-02-27,Completed
TRN003009,EMP001239,Quality Management,Microsoft,2025-01-15,Completed
TRN003010,EMP001240,Cybersecurity Awareness,KPMG,2021-02-26,In Progress
TRN003011,EMP001240,Customer Service,Udemy,2021-06-23,Completed
TRN003012,EMP001240,Customer Service,Coursera,2019-02-23,Failed
TRN003013,EMP001240,Customer Service,KPMG,2022-09-22,Completed
TRN003014,EMP001240,Risk Management,Udemy,2021-05-12,Completed
TRN003015,EMP001241,Data Analytics,Udemy,2019-09-20,Completed
TRN003016,EMP001241,Lean Manufacturing,Udemy,2022-04-02,Failed
TRN003017,EMP001241,Customer Service,Deloitte,2022-02-23,Completed
TRN003018,EMP001241,Cybersecurity Awareness,KPMG,2021-03-19,In Progress
TRN003019,EMP001241,Leadership Development,Udemy,2024-01-01,Completed
TRN003020,EMP001242,Data Analytics,Microsoft,2022-05-12,Completed
TRN003021,EMP001242,Risk Management,Deloitte,2021-07-21,In Progress
TRN003022,EMP001242,Quality Management,Geoflex Academy,2025-11-03,Completed
TRN003023,EMP001242,Cybersecurity Awareness,Geoflex Academy,2025-03-02,Failed
TRN003024,EMP001242,Risk Management,Deloitte,2023-01-16,Completed
TRN003025,EMP001243,Leadership Development,Geoflex Academy,2024-12-26,Completed
TRN003026,EMP001244,Project Management,Microsoft,2022-12-24,Completed
TRN003027,EMP001244,Cybersecurity Awareness,Microsoft,2020-07-22,Completed
TRN003028,EMP001245,Lean Manufacturing,Geoflex Academy,2022-03-08,Failed
TRN003029,EMP001245,Lean Manufacturing,Coursera,2020-05-17,Completed
TRN003030,EMP001245,Cybersecurity Awareness,Geoflex Academy,2019-11-13,In Progress
TRN003031,EMP001245,Customer Service,KPMG,2019-04-16,In Progress
TRN003032,EMP001246,Risk Management,Coursera,2020-11-05,Completed
TRN003033,EMP001246,Leadership Development,Microsoft,2021-06-20,Failed
TRN003034,EMP001247,Quality Management,Geoflex Academy,2024-10-08,Completed
TRN003035,EMP001247,Lean Manufacturing,Deloitte,2025-07-16,Completed
TRN003036,EMP001248,Project Management,Coursera,2019-01-28,Completed
TRN003037,EMP001248,Quality Management,Microsoft,2024-09-22,Completed
TRN003038,EMP001248,Customer Service,Deloitte,2020-05-22,Completed
TRN003039,EMP001248,Risk Management,Deloitte,2019-12-12,Completed
TRN003040,EMP001248,Compliance Training,Udemy,2019-07-18,In Progress
TRN003041,EMP001249,Health and Safety,KPMG,2021-02-07,In Progress
TRN003042,EMP001249,Lean Manufacturing,Geoflex Academy,2021-03-06,Failed
TRN003043,EMP001249,Risk Management,KPMG,2020-07-26,Completed
TRN003044,EMP001249,Health and Safety,KPMG,2023-05-02,Completed
TRN003045,EMP001249,Health and Safety,Geoflex Academy,2022-08-12,Completed
TRN003046,EMP001250,Compliance Training,Geoflex Academy,2023-01-04,In Progress
TRN003047,EMP001250,Cybersecurity Awareness,KPMG,2024-09-15,In Progress
TRN003048,EMP001250,Quality Management,KPMG,2024-05-20,Failed
TRN003049,EMP001250,Customer Service,Deloitte,2022-06-24,Failed
TRN003050,EMP001250,Lean Manufacturing,KPMG,2023-01-05,Completed
TRN003051,EMP001251,Compliance Training,KPMG,2023-03-15,Failed
TRN003052,EMP001251,Leadership Development,Udemy,2025-11-25,Completed
TRN003053,EMP001254,Quality Management,,2022-07-27,Completed
TRN003054,EMP001254,Quality Management,Microsoft,2025-06-13,Completed
TRN003055,EMP001256,Quality Management,Coursera,2023-03-19,Failed
TRN003056,EMP001256,Risk Management,KPMG,2020-10-15,In Progress
TRN003057,EMP001256,Risk Management,Microsoft,2021-07-19,Completed
TRN003058,EMP001256,Data Analytics,Udemy,2019-02-19,In Progress
TRN003059,EMP001256,Data Analytics,Geoflex Academy,2023-10-16,Completed
TRN003060,EMP001257,Leadership Development,Geoflex Academy,2025-11-19,Completed
TRN003061,EMP001258,Leadership Development,KPMG,2019-08-18,Completed
TRN003062,EMP001259,Quality Management,Geoflex Academy,2024-08-04,Completed
TRN003063,EMP001259,Risk Management,Coursera,2020-05-04,Completed
TRN003064,EMP001259,Risk Management,KPMG,2022-03-04,In Progress
TRN003065,EMP001259,Leadership Development,Coursera,2025-11-17,Completed
TRN003066,EMP001260,Risk Management,Deloitte,2020-10-26,Failed
TRN003067,EMP001260,Project Management,Geoflex Academy,2023-06-13,Completed
TRN003068,EMP001261,Customer Service,Microsoft,2019-04-06,Completed
TRN003069,EMP001261,Health and Safety,Udemy,2022-10-13,Completed
TRN003070,EMP001261,Project Management,Microsoft,2020-09-12,Completed
TRN003071,EMP001261,Lean Manufacturing,Coursera,2024-12-19,Failed
TRN003072,EMP001261,Health and Safety,KPMG,2021-12-16,Completed
TRN003073,EMP001262,Quality Management,KPMG,2021-08-01,Completed
TRN003074,EMP001262,Quality Management,Deloitte,2021-11-05,Completed
TRN003075,EMP001262,Data Analytics,Geoflex Academy,2020-07-05,Completed
TRN003076,EMP001263,Customer Service,Coursera,2021-05-28,Completed
TRN003077,EMP001263,Data Analytics,KPMG,2019-11-07,Failed
TRN003078,EMP001263,Health and Safety,KPMG,2020-03-08,Completed
TRN003079,EMP001263,Health and Safety,Deloitte,2025-03-18,Completed
TRN003080,EMP001264,Lean Manufacturing,Microsoft,2021-11-14,Failed
TRN003081,EMP001264,Health and Safety,Udemy,2021-06-09,Completed
TRN003082,EMP001264,Project Management,Deloitte,2021-06-26,Completed
TRN003083,EMP001265,Risk Management,Deloitte,2020-08-27,Completed
TRN003084,EMP001265,Customer Service,Coursera,2020-07-16,Completed
