LeaveID,EmployeeID,LeaveType,StartDate,EndDate,DurationDays,ApprovalStatus
LEV002711,EMP001350,Compassionate Leave,2023-06-21,2023-06-28,7,Pending
LEV002712,EMP001351,Sick Leave,2024-03-03,2024-03-12,9,Pending
LEV002713,EMP001351,Annual Leave,2025-09-03,2025-09-08,5,Rejected
LEV002714,EMP001351,Annual Leave,2023-09-21,2023-10-06,15,Approved
LEV002715,EMP001351,Paternity Leave,2025-01-30,2025-02-10,11,Pending
LEV002716,EMP001352,Annual Leave,2020-09-30,2020-09-21,9,Pending
LEV002717,EMP001352,Maternity Leave,2020-08-24,2020-09-02,9,Approved
LEV002718,EMP001353,Sick Leave,2020-06-09,2020-06-25,16,Rejected
LEV002719,EMP001353,Maternity Leave,2024-09-07,2024-09-19,12,Approved
LEV002720,EMP001353,Paternity Leave,2020-06-07,2020-07-05,28,Rejected
LEV002721,EMP001353,Maternity Leave,2022-04-21,2022-05-21,30,Approved
LEV002722,EMP001355,Study Leave,2024-10-01,2024-10-28,27,Rejected
LEV002723,EMP001355,Study Leave,2022-08-01,2022-07-06,26,Approved
LEV002724,EMP001356,Compassionate Leave,2019-02-07,2019-02-18,11,Approved
LEV002725,EMP001356,Paternity Leave,2024-04-10,2024-05-09,29,Pending
LEV002726,EMP001356,Compassionate Leave,2020-01-02,2020-01-16,14,Approved
LEV002727,EMP001356,Compassionate Leave,2022-09-02,2022-09-26,24,Pending
LEV002728,EMP001357,Paternity Leave,2023-03-14,2023-03-16,2,Approved
LEV002729,EMP001357,Paternity Leave,2022-12-30,2023-01-16,17,Approved
LEV002730,EMP001357,Study Leave,2025-03-04,2025-03-08,4,Approved
LEV002731,EMP001357,Compassionate Leave,2019-03-04,2019-03-26,22,Approved
LEV002732,EMP001358,Compassionate Leave,2020-03-01,2020-03-19,18,Rejected
LEV002733,EMP001358,Compassionate Leave,2023-01-30,2023-02-09,10,Approved
LEV002734,EMP001360,Maternity Leave,2025-09-05,2025-09-10,5,Pending
LEV002735,EMP001360,Study Leave,2020-09-13,2020-09-20,7,Approved
LEV002736,EMP001361,Maternity Leave,2019-04-09,2019-04-12,3,Approved
LEV002737,EMP001361,Sick Leave,2025-05-17,2025-06-01,15,Approved
LEV002738,EMP001361,Annual Leave,2025-12-16,2025-12-18,2,Rejected
LEV002739,EMP001362,Sick Leave,2023-03-28,2023-02-27,29,Pending
LEV002740,EMP001363,Study Leave,2024-01-17,2024-02-01,15,Approved
LEV002741,EMP001363,Annual Leave,2022-04-10,2022-05-06,26,Approved
LEV002742,EMP001363,Paternity Leave,2020-12-12,2020-12-18,6,Rejected
LEV002743,EMP001366,Sick Leave,2023-12-08,2023-12-22,14,Rejected
LEV002744,EMP001366,Maternity Leave,2019-01-19,2019-02-18,30,Approved
LEV002745,EMP001368,Annual Leave,2024-11-28,2024-12-03,5,Approved
LEV002746,EMP001368,Paternity Leave,2019-10-19,2019-10-20,1,Approved
LEV002747,EMP001368,Paternity Leave,2021-03-09,2021-03-23,14,Pending
LEV002748,EMP001370,Maternity Leave,2025-06-20,2025-07-01,11,Rejected
LEV002749,EMP001370,Paternity Leave,2019-08-02,2019-08-10,8,Approved
LEV002750,EMP001371,Paternity Leave,2024-12-18,2024-12-22,4,Approved
LEV002751,EMP001371,Study Leave,2019-07-25,2019-07-31,6,Approved
LEV002752,EMP001371,Paternity Leave,2022-04-30,2022-05-09,9,Approved
LEV002753,EMP001372,Sick Leave,2019-09-05,2019-09-29,24,Approved
LEV002754,EMP001372,Annual Leave,2021-02-02,2021-02-04,2,Approved
LEV002755,EMP001372,Sick Leave,2022-02-17,2022-03-14,25,Rejected
LEV002756,EMP001372,Maternity Leave,2019-06-11,2019-06-20,9,Approved
LEV002757,EMP001373,Paternity Leave,2020-08-03,2020-08-18,15,Rejected
LEV002758,EMP001373,Compassionate Leave,2025-05-21,2025-05-26,5,Pending
LEV002759,EMP001373,Annual Leave,2020-08-11,2020-08-31,20,Rejected
LEV002760,EMP001373,Sick Leave,2025-12-11,2025-12-13,2,Rejected
LEV002761,EMP001374,Compassionate Leave,2025-04-02,2025-04-05,3,Approved
LEV002762,EMP001375,Study Leave,2020-05-20,2020-06-10,21,Approved
LEV002763,EMP001375,Annual Leave,2023-10-04,2023-11-03,30,Pending
LEV002764,EMP001375,Study Leave,2022-02-03,2022-02-27,24,Pending
LEV002765,EMP001376,Paternity Leave,2025-05-02,2025-05-23,21,Approved
LEV002766,EMP001376,Paternity Leave,2023-03-15,2023-03-27,12,Pending
LEV002767,EMP001376,Study Leave,2025-06-07,2025-06-26,19,Pending
LEV002768,EMP001377,Paternity Leave,2022-08-24,2022-08-25,1,Approved
LEV002769,EMP001377,Study Leave,2021-06-21,2021-06-28,7,Pending
LEV002770,EMP001377,Maternity Leave,2021-09-28,2021-10-23,25,Approved
LEV002771,EMP001379,Annual Leave,2022-11-05,2022-11-11,6,Approved
LEV002772,EMP001379,Maternity Leave,2021-06-04,2021-07-02,28,Rejected
LEV002773,EMP001379,Paternity Leave,2023-10-01,2023-10-30,29,Approved
LEV002774,EMP001379,Compassionate Leave,2025-12-04,2025-12-22,18,Approved
LEV002775,EMP001381,Study Leave,2023-08-21,2023-09-06,16,Approved
LEV002776,EMP001381,Annual Leave,2021-12-28,2022-01-06,9,Approved
LEV002777,EMP001381,Annual Leave,2023-03-27,2023-04-20,24,Rejected
LEV002778,EMP001381,Study Leave,2019-01-10,2019-02-01,22,Rejected
LEV002779,EMP001383,Maternity Leave,2023-12-28,2024-01-21,24,Approved
LEV002780,EMP001384,Paternity Leave,2025-01-13,2025-01-23,10,Pending
LEV002781,EMP001385,Compassionate Leave,2021-12-19,2022-01-16,28,Approved
LEV002782,EMP001385,Sick,2020-01-18,2020-02-16,29,Approved
LEV002783,EMP001385,Annual Leave,2020-01-05,2020-02-01,27,Rejected
LEV002784,EMP001385,Paternity Leave,2022-03-14,2022-04-10,27,Approved
LEV002785,EMP001387,Paternity Leave,2022-07-16,2022-08-04,19,Approved
LEV002786,EMP001387,Annual Leave,2020-10-28,2020-11-24,27,Approved
LEV002787,EMP001387,Paternity Leave,2019-12-11,2019-12-17,6,Approved
LEV002788,EMP001388,Compassionate Leave,2021-01-23,2021-02-04,12,Approved
LEV002789,EMP001388,Study Leave,2023-05-19,2023-05-29,10,Approved
LEV002790,EMP001388,Sick Leave,2025-02-26,2025-03-17,19,Rejected
LEV002791,EMP001388,Maternity Leave,2020-08-22,2020-08-25,3,Approved
LEV002792,EMP001389,Maternity Leave,2020-11-19,2020-12-05,16,Pending
LEV002793,EMP001389,Compassionate Leave,2022-08-08,2022-08-30,22,Rejected
LEV002794,EMP001391,Sick,2022-11-23,2022-11-28,5,Approved
LEV002795,EMP001391,Sick Leave,2023-10-31,2023-11-29,29,Pending
LEV002796,EMP001391,Study Leave,2025-12-07,2025-12-28,21,Rejected
LEV002797,EMP001391,Annual Leave,2025-02-05,2025-02-24,19,Rejected
LEV002798,EMP001393,Paternity Leave,2020-09-09,2020-09-14,5,Rejected
LEV002799,EMP001393,Annual Leave,2024-06-24,2024-07-12,18,Rejected
LEV002800,EMP001393,Sick Leave,2020-12-20,2020-12-27,-5,Approved
LEV002801,EMP001394,Maternity Leave,2025-03-04,2025-03-26,22,Pending
LEV002802,EMP001394,Annual Leave,2024-05-05,2024-05-23,18,Rejected
LEV002803,EMP001394,Maternity Leave,2023-06-03,2023-06-06,3,Approved
LEV002804,EMP001395,Maternity Leave,2025-11-27,2025-12-26,29,Pending
LEV002805,EMP001395,Sick Leave,2024-12-29,2025-01-27,29,Approved
LEV002806,EMP001395,Annual Leave,2023-05-27,2023-06-13,17,Approved
LEV002807,EMP001395,Paternity Leave,2019-11-12,2019-12-12,30,Rejected
LEV002808,EMP001396,Maternity Leave,2024-10-14,2024-10-25,11,Approved
LEV002809,EMP001396,Maternity Leave,2020-02-11,2020-02-25,14,Approved
LEV002810,EMP001396,Study Leave,2020-12-20,2020-12-25,5,Approved
LEV002811,EMP001396,Compassionate Leave,2022-02-27,2022-03-13,14,Approved
LEV002812,EMP001398,Compassionate Leave,2022-07-08,2022-08-05,28,Approved
LEV002813,EMP001398,Study Leave,2022-01-01,2022-01-20,19,Rejected
LEV002814,EMP001398,Sick Leave,2021-01-28,2021-01-29,1,Approved
LEV002815,EMP001400,Paternity Leave,2024-07-07,2024-07-10,3,Rejected
LEV002816,EMP001400,Sick Leave,2019-02-04,2019-02-09,5,Pending
LEV002817,EMP001400,Paternity Leave,2025-04-29,2025-05-15,16,Pending
LEV002818,EMP001400,Annual Leave,2023-03-05,2023-04-01,27,Approved
LEV002819,EMP001401,Study Leave,2024-03-27,2024-04-23,27,Approved
LEV002820,EMP001401,Paternity Leave,2025-12-13,2026-01-05,23,Approved
LEV002821,EMP001401,Study Leave,2021-01-18,2021-02-07,20,Approved
LEV002822,EMP001402,Compassionate Leave,2021-08-05,2021-09-01,27,Approved
LEV002823,EMP001402,Study Leave,2021-06-22,2021-07-07,15,Rejected
LEV002824,EMP001403,Sick Leave,2020-06-26,2020-07-10,14,Approved
LEV002825,EMP001403,Compassionate Leave,2021-07-10,2021-08-08,29,Approved
LEV002826,EMP001403,Study Leave,2022-08-12,2022-08-15,3,Approved
LEV002827,EMP001403,Vacation,2025-12-24,2026-01-16,23,Pending
LEV002828,EMP001405,Paternity Leave,2022-11-25,2022-12-23,28,Pending
LEV002829,EMP001405,Paternity Leave,2023-05-08,2023-05-24,16,Approved
LEV002830,EMP001405,Study Leave,2025-01-31,2025-02-24,24,Pending
LEV002831,EMP001405,Maternity Leave,2023-01-25,2023-02-14,20,Rejected
LEV002832,EMP001406,Annual Leave,2020-12-16,2021-01-04,19,Pending
LEV002833,EMP001407,Paternity Leave,2024-03-29,2024-04-12,14,Rejected
LEV002834,EMP001407,Annual Leave,2019-11-19,2019-11-23,4,Approved
LEV002835,EMP001408,Maternity Leave,2019-10-10,2019-10-19,9,Rejected
LEV002836,EMP001408,Study Leave,2025-09-05,2025-09-30,25,Approved
LEV002837,EMP001408,Annual Leave,2024-06-23,2024-07-18,25,Approved
LEV002838,EMP001408,Sick Leave,2021-01-02,2021-01-04,2,Approved
LEV002839,EMP001409,Paternity Leave,2020-10-27,2020-11-21,25,Approved
LEV002840,EMP001409,Paternity Leave,2023-07-08,2023-08-04,27,Approved
LEV002841,EMP001410,Annual Leave,2019-03-06,2019-03-21,15,Approved
LEV002842,EMP001411,Paternity Leave,2020-07-15,2020-07-30,15,Pending
LEV002843,EMP001412,Compassionate Leave,2019-04-05,2019-04-23,18,Approved
LEV002844,EMP001412,Vacation,2024-08-13,2024-08-25,12,Approved
LEV002845,EMP001412,Maternity Leave,2021-07-01,2021-07-23,22,Rejected
LEV002846,EMP001413,Paternity Leave,2019-05-14,2019-06-03,20,Pending
LEV002847,EMP001413,Sick Leave,2019-01-29,2019-02-07,9,Approved
LEV002848,EMP001414,Annual Leave,2021-06-18,2021-06-26,8,Approved
LEV002849,EMP001414,Study Leave,2023-03-02,2023-03-06,4,Pending
LEV002850,EMP001415,Paternity Leave,2021-01-02,2021-01-26,24,Pending
LEV002851,EMP001416,Maternity Leave,2022-04-07,2022-05-06,29,Pending
LEV002852,EMP001416,Compassionate Leave,2022-09-10,2022-09-27,17,Approved
LEV002853,EMP001417,Annual Leave,2023-01-11,2023-01-23,12,Rejected
LEV002854,EMP001418,Paternity Leave,2020-01-30,2020-02-24,25,Rejected
LEV002855,EMP001418,Sick Leave,2019-02-12,2019-03-11,27,Approved
LEV002856,EMP001418,Sick Leave,2024-03-01,2024-03-10,9,Approved
LEV002857,EMP001418,Compassionate Leave,2020-03-05,2020-03-10,5,Approved
LEV002858,EMP001419,Paternity Leave,2020-05-06,2020-05-14,8,Approved
LEV002859,EMP001419,Compassionate Leave,2024-01-28,2024-02-12,15,Approved
LEV002860,EMP001419,Annual Leave,2025-10-16,2025-10-26,10,Approved
LEV002861,EMP001419,Paternity Leave,2019-07-08,2019-08-06,29,Approved
LEV002862,EMP001420,Maternity Leave,2023-09-06,2023-09-18,12,Approved
LEV002863,EMP001420,Sick Leave,2025-12-20,2026-01-16,27,Rejected
LEV002864,EMP001420,Maternity Leave,2020-08-11,2020-08-29,18,Approved
LEV002865,EMP001420,Maternity Leave,2024-02-25,2024-03-12,16,Approved
LEV002866,EMP001421,Maternity Leave,2022-05-23,2022-06-10,18,Pending
LEV002867,EMP001421,,2021-07-26,2021-08-16,21,Approved
LEV002868,EMP001422,Annual Leave,2021-05-11,2021-05-14,3,Approved
LEV002869,EMP001422,Annual Leave,2020-02-23,2020-03-19,25,Approved
LEV002870,EMP001424,Annual Leave,2020-05-14,2020-05-21,7,Pending
LEV002871,EMP001424,Compassionate Leave,2022-02-15,2022-03-08,21,Rejected
LEV002872,EMP001424,Compassionate Leave,2023-08-26,2023-09-19,24,Pending
LEV002873,EMP001426,Paternity Leave,2024-06-30,2024-07-07,7,Approved
LEV002874,EMP001426,Maternity Leave,2020-02-02,2020-02-03,1,Approved
LEV002875,EMP001426,Study Leave,2024-05-14,2024-06-10,27,Approved
LEV002876,EMP001427,Sick Leave,2022-02-17,2022-02-20,3,Approved
LEV002877,EMP001428,Annual Leave,2024-11-09,2024-12-05,26,Approved
LEV002878,EMP001428,Compassionate Leave,2021-08-05,2021-09-03,29,Approved
LEV002879,EMP001429,Sick Leave,2022-08-03,2022-08-30,27,Rejected
LEV002880,EMP001429,Sick,2024-01-05,2024-01-30,25,Rejected
LEV002881,EMP001429,Paternity Leave,2022-07-15,2022-07-23,8,Approved
LEV002882,EMP001429,Study Leave,2021-05-26,2021-06-07,12,Approved
LEV002883,EMP001431,Study Leave,2020-04-27,2020-05-10,13,Approved
LEV002884,EMP001431,Paternity Leave,2023-11-16,2023-12-03,17,Rejected
LEV002885,EMP001432,Paternity Leave,2019-09-26,2019-10-08,12,Approved
LEV002886,EMP001432,Paternity Leave,2023-11-20,2023-11-30,10,Approved
LEV002887,EMP001433,Annual Leave,2021-09-25,2021-10-18,23,Rejected
LEV002888,EMP001433,Study Leave,2019-08-09,2019-08-11,2,Approved
LEV002889,EMP001433,Study Leave,2023-07-17,2023-07-20,3,Rejected
LEV002890,EMP001434,Study Leave,2019-11-06,2019-12-01,25,Pending
LEV002891,EMP001434,Maternity Leave,2025-05-23,2025-06-01,9,Approved
LEV002892,EMP001434,Annual Leave,2019-05-28,2019-06-24,27,Approved
LEV002893,EMP001434,Maternity Leave,2021-08-27,2021-09-23,27,Approved
LEV002894,EMP001435,Maternity Leave,2024-04-26,2024-05-11,15,Pending
LEV002895,EMP001435,Annual Leave,2025-10-22,2025-11-20,29,Approved
LEV002896,EMP001436,Annual Leave,2024-03-21,2024-03-24,3,Approved
LEV002897,EMP001436,Sick Leave,2019-09-25,2019-10-22,27,Pending
LEV002898,EMP001436,Compassionate Leave,2024-03-22,2024-04-17,26,Approved
LEV002899,EMP001437,Paternity Leave,2021-02-09,2021-02-26,17,Approved
LEV002900,EMP001437,Sick Leave,2019-12-09,2019-12-26,17,Rejected
LEV002901,EMP001438,Sick Leave,2023-01-07,2023-02-02,26,Approved
LEV002902,EMP001438,Study Leave,2019-03-03,2019-03-09,6,Pending
LEV002903,EMP001438,Maternity Leave,2021-02-12,2021-02-15,3,Rejected
LEV002904,EMP001438,Maternity Leave,2020-10-08,2020-10-30,22,Pending
LEV002905,EMP001441,Maternity Leave,2025-04-07,2025-04-14,7,Rejected
LEV002906,EMP001441,Sick Leave,2021-03-11,2021-03-20,9,Approved
LEV002907,EMP001441,Sick Leave,2021-05-29,2021-06-26,28,Pending
LEV002908,EMP001441,Sick Leave,2020-11-17,2020-12-11,24,Rejected
LEV002909,EMP001443,Study Leave,2023-07-31,2023-08-22,22,Pending
LEV002910,EMP001443,Sick Leave,2024-05-27,2024-06-20,24,Approved
LEV002911,EMP001443,Annual Leave,2025-12-18,2026-01-09,22,Rejected
LEV002912,EMP001444,Study Leave,2019-02-19,2019-03-16,25,Approved
LEV002913,EMP001446,Annual Leave,2025-09-10,2025-09-25,15,Pending
LEV002914,EMP001446,Sick Leave,2022-07-14,2022-07-25,11,Approved
LEV002915,EMP001446,Maternity Leave,2023-05-08,2023-05-22,14,Pending
LEV002916,EMP001446,Annual Leave,2024-03-04,2024-03-16,12,Approved
LEV002917,EMP001447,Annual Leave,2024-11-19,2024-12-10,21,Pending
LEV002918,EMP001448,Study Leave,2019-01-29,2019-02-02,4,Approved
LEV002919,EMP001449,Annual Leave,2019-09-14,2019-10-12,28,Pending
LEV002920,EMP001449,Study Leave,2021-04-16,2021-05-16,30,Approved
LEV002921,EMP001449,Maternity Leave,2020-06-20,2020-07-04,14,Rejected
LEV002922,EMP001451,Study Leave,2022-06-06,2022-06-17,11,Approved
LEV002923,EMP001451,Study Leave,2019-04-15,2019-05-05,20,Pending
LEV002924,EMP001451,Sick Leave,2022-11-06,2022-11-25,19,Approved
LEV002925,EMP001452,Paternity Leave,2025-09-07,2025-10-07,30,Approved
LEV002926,EMP001454,Annual Leave,2022-02-17,2022-02-23,-5,Approved
LEV002927,EMP001454,Annual Leave,2025-06-27,2025-07-03,6,Approved
LEV002928,EMP001454,Study Leave,2025-04-03,2025-04-25,22,Pending
LEV002929,EMP001454,Study Leave,2023-04-05,2023-04-16,11,Approved
LEV002930,EMP001456,Annual Leave,2022-05-10,2022-05-11,1,Approved
LEV002931,EMP001456,Sick Leave,2023-09-05,2023-09-28,23,Rejected
LEV002932,EMP001457,Annual Leave,2024-10-01,2024-10-25,24,Pending
LEV002933,EMP001457,Annual Leave,2022-12-21,2023-01-20,30,Approved
LEV002934,EMP001457,Paternity Leave,2021-05-17,2021-06-12,26,Approved
LEV002935,EMP001459,Maternity Leave,2022-06-02,2022-06-18,16,Approved
LEV002936,EMP001459,Annual Leave,2025-06-28,2025-07-17,19,Approved
LEV002937,EMP001459,Study Leave,2021-12-06,2021-12-21,15,Rejected
LEV002938,EMP001459,Paternity Leave,2023-01-22,2023-02-10,19,Approved
LEV002939,EMP001460,Sick Leave,2020-09-19,2020-10-03,14,Pending
LEV002940,EMP001460,Study Leave,2021-11-23,2021-12-05,12,Approved
LEV002941,EMP001460,Paternity Leave,2019-12-15,2019-12-20,5,Approved
LEV002942,EMP001460,Maternity Leave,2022-01-18,2022-02-08,21,Rejected
LEV002943,EMP001461,Maternity Leave,2021-03-07,2021-03-22,15,Approved
LEV002944,EMP001462,Maternity Leave,2023-03-24,2023-04-19,26,Rejected
LEV002945,EMP001462,Annual Leave,2024-06-25,2024-07-11,16,Rejected
LEV002946,EMP001462,Leave,2019-10-27,2019-10-31,4,Rejected
LEV002947,EMP001462,Compassionate Leave,2024-06-07,2024-06-24,17,Approved
LEV002948,EMP001463,Maternity Leave,2025-05-18,2025-06-14,27,Approved
LEV002949,EMP001463,Annual Leave,2024-01-27,2024-02-19,23,Pending
LEV002950,EMP001463,Compassionate Leave,2021-11-29,2021-12-18,19,Rejected
LEV002951,EMP001463,,2022-02-16,2022-03-15,27,Approved
LEV002952,EMP001464,Maternity Leave,2022-11-11,2022-11-30,19,Approved
LEV002953,EMP001464,annual leave,2019-05-04,2019-05-22,18,Approved
LEV002954,EMP001465,Paternity Leave,2022-06-17,2022-06-26,9,Pending
LEV002955,EMP001465,Sick Leave,2019-09-13,2019-10-01,18,Approved
LEV002956,EMP001465,Study Leave,2024-10-20,2024-11-04,15,Approved
LEV002957,EMP001465,Annual Leave,2023-03-12,2023-03-25,13,Approved
LEV002958,EMP001466,Paternity Leave,2023-03-07,2023-03-26,19,Approved
LEV002959,EMP001467,Sick Leave,2019-12-13,2019-12-24,11,Pending
LEV002960,EMP001467,Maternity Leave,2021-08-25,2021-09-14,20,Approved
LEV002961,EMP001467,Paternity Leave,2020-10-18,2020-11-14,27,Approved
LEV002962,EMP001468,Annual Leave,2024-09-08,2024-09-21,13,Approved
LEV002963,EMP001469,Compassionate Leave,2019-04-18,2019-05-18,30,Approved
LEV002964,EMP001469,Compassionate Leave,2023-03-12,2023-03-14,2,Approved
LEV002965,EMP001469,Maternity Leave,2021-06-21,2021-05-25,27,Approved
LEV002966,EMP001469,Annual Leave,2020-01-21,2020-01-29,8,Approved
LEV002967,EMP001470,Annual Leave,2024-12-14,2024-12-26,12,Approved
LEV002968,EMP001470,Compassionate Leave,2023-09-27,2023-10-15,18,Rejected
LEV002969,EMP001473,Maternity Leave,2023-10-13,2023-10-31,18,Pending
LEV002970,EMP001473,Sick Leave,2023-10-08,2023-11-03,26,Approved
LEV002971,EMP001473,Annual Leave,2019-08-31,2019-09-03,3,Pending
LEV002972,EMP001473,Study Leave,2023-06-02,2023-06-15,13,Rejected
LEV002973,EMP001475,Paternity Leave,2019-01-23,2019-02-05,13,Approved
LEV002974,EMP001480,Maternity Leave,2020-03-19,2020-03-28,9,Approved
LEV002975,EMP001480,Maternity Leave,2021-05-17,2021-05-26,9,Approved
LEV002976,EMP001480,annual leave,2021-10-06,2021-10-30,24,Approved
LEV002977,EMP001481,Study Leave,2019-09-01,2019-09-09,8,Approved
LEV002978,EMP001481,Compassionate Leave,2023-05-24,2023-06-02,9,Approved
LEV002979,EMP001482,Maternity Leave,2021-07-17,2021-08-15,29,Approved
LEV002980,EMP001482,Annual Leave,2024-11-14,2024-12-13,29,Pending
LEV002981,EMP001485,Annual Leave,2022-07-26,2022-08-14,19,Approved
LEV002982,EMP001485,Study Leave,2020-11-10,2020-11-25,15,Rejected
LEV002983,EMP001486,Study Leave,2019-01-25,2019-02-19,25,Approved
LEV002984,EMP001486,Sick Leave,2023-01-21,2023-01-25,4,Approved
LEV002985,EMP001487,Compassionate Leave,2023-06-26,2023-07-10,14,Approved
LEV002986,EMP001487,Study Leave,2024-12-02,2024-12-10,8,Approved
LEV002987,EMP001488,,2019-12-04,2019-12-30,26,Rejected
LEV002988,EMP001489,Annual Leave,2023-01-07,2023-01-27,20,Rejected
LEV002989,EMP001489,Annual Leave,2024-04-02,2024-04-16,14,Rejected
LEV002990,EMP001489,Annual Leave,2019-11-22,2019-12-22,30,Rejected
LEV002991,EMP001490,Study Leave,2024-02-20,2024-03-20,29,Approved
LEV002992,EMP001490,Sick Leave,2019-09-14,2019-09-27,13,Rejected
LEV002993,EMP001490,Compassionate Leave,2023-05-20,2023-05-21,1,Rejected
LEV002994,EMP001490,Compassionate Leave,2019-02-08,2019-02-16,8,Pending
LEV002995,EMP001491,Compassionate Leave,2022-08-02,2022-08-30,28,Approved
LEV002996,EMP001492,Paternity Leave,2021-08-13,2021-08-18,5,Approved
LEV002997,EMP001492,Study Leave,2021-11-07,2021-11-30,23,Approved
LEV002998,EMP001494,Sick Leave,2024-01-16,2024-01-28,12,Rejected
LEV002999,EMP001494,Paternity Leave,2019-05-25,2019-06-20,26,Approved
LEV003000,EMP001494,Annual Leave,2023-11-23,2023-11-25,2,Approved
LEV003001,EMP001494,Compassionate Leave,2025-11-08,2025-12-07,29,Approved
LEV003002,EMP001495,Maternity Leave,2023-11-28,2023-12-01,3,Approved
LEV003003,EMP001495,Compassionate Leave,2020-08-22,2020-09-10,19,Pending
LEV003004,EMP001495,Study Leave,2020-10-31,2020-11-13,13,Approved
LEV003005,EMP001496,Sick Leave,2021-05-31,2021-06-02,2,Approved
LEV003006,EMP001498,Compassionate Leave,2020-07-14,2020-07-27,13,Pending
LEV003007,EMP001499,Compassionate Leave,2021-07-12,2021-07-25,13,Approved
LEV003008,EMP001499,Study Leave,2023-05-19,2023-05-30,11,Approved
LEV003009,EMP001499,Leave,2020-12-19,2020-12-20,1,Pending
LEV003010,EMP001499,Study Leave,2024-05-17,2024-05-28,11,Approved
LEV003011,EMP001501,Sick Leave,2022-12-28,2023-01-21,24,Approved
LEV003012,EMP001502,Paternity Leave,2022-11-14,2022-11-27,13,Rejected
LEV003013,EMP001502,Study Leave,2024-08-20,2024-09-18,29,Approved
LEV003014,EMP001502,Maternity Leave,2024-05-30,2024-06-05,6,Rejected
LEV003015,EMP001503,Sick Leave,2023-12-12,2023-12-15,3,Approved
LEV003016,EMP001503,Annual Leave,2019-05-02,2019-05-10,8,Pending
LEV003017,EMP001503,Sick Leave,2019-08-30,2019-09-18,19,Approved
LEV003018,EMP001504,Compassionate Leave,2020-08-27,2020-08-29,2,Approved
LEV003019,EMP001505,Study Leave,2023-08-08,2023-08-09,1,Approved
LEV003020,EMP001505,Maternity Leave,2022-01-10,2022-01-24,14,Rejected
LEV003021,EMP001505,Compassionate Leave,2022-06-01,2022-06-27,26,Approved
LEV003022,EMP001505,Study Leave,2021-11-29,2021-12-05,6,Rejected
LEV003023,EMP001507,Compassionate Leave,2023-09-06,2023-09-09,3,Rejected
LEV003024,EMP001507,Compassionate Leave,2020-02-23,2020-03-06,12,Pending
LEV003025,EMP001508,Sick Leave,2022-01-03,2022-02-01,-5,Approved
LEV003026,EMP001509,Maternity Leave,2021-03-06,2021-03-13,7,Approved
LEV003027,EMP001509,Study Leave,2023-06-11,2023-07-02,21,Pending
LEV003028,EMP001509,Sick Leave,2023-12-21,2024-01-18,28,Approved
LEV003029,EMP001509,Paternity Leave,2023-08-27,2023-09-10,14,Approved
LEV003030,EMP001510,Compassionate Leave,2019-02-26,2019-03-27,29,Approved
LEV003031,EMP001510,Compassionate Leave,2023-12-18,2024-01-03,16,Approved
LEV003032,EMP001510,Compassionate Leave,2024-04-25,2024-05-06,11,Pending
LEV003033,EMP001512,Paternity Leave,2020-05-15,2020-05-29,14,Rejected
LEV003034,EMP001512,Study Leave,2020-09-24,2020-10-11,17,Approved
LEV003035,EMP001512,Sick Leave,2019-05-15,2019-05-20,5,Pending
LEV003036,EMP001512,Paternity Leave,2019-02-27,2019-03-02,3,Pending
LEV003037,EMP001513,Sick Leave,2023-06-06,2023-06-09,3,Pending
LEV003038,EMP001513,Compassionate Leave,2021-05-22,2021-06-03,12,Approved
LEV003039,EMP001515,Sick Leave,2020-04-28,2020-04-30,2,Rejected
LEV003040,EMP001515,Study Leave,2023-08-30,2023-09-20,21,Approved
LEV003041,EMP001515,Compassionate Leave,2019-07-09,2019-07-14,5,Approved
LEV003042,EMP001519,Study Leave,2025-09-01,2025-09-18,17,Approved
LEV003043,EMP001519,Paternity Leave,2023-12-09,2023-12-16,7,Approved
LEV003044,EMP001519,Maternity Leave,2023-02-12,2023-03-01,17,Rejected
LEV003045,EMP001519,Study Leave,2023-01-31,2023-02-11,11,Pending
LEV003046,EMP001520,Study Leave,2020-08-10,2020-08-29,19,Approved
LEV003047,EMP001520,Paternity Leave,2019-12-03,2019-12-06,3,Rejected
LEV003048,EMP001520,Paternity Leave,2023-01-17,2023-02-11,25,Approved
LEV003049,EMP001521,Compassionate Leave,2025-08-18,2025-09-12,25,Approved
LEV003050,EMP001521,Maternity Leave,2019-03-31,2019-04-11,11,Approved
LEV003051,EMP001521,Annual Leave,2020-06-17,2020-06-19,2,Pending
LEV003052,EMP001522,Sick Leave,2021-04-10,2021-04-22,12,Approved
LEV003053,EMP001522,Sick Leave,2021-03-05,2021-03-25,20,Rejected
LEV003054,EMP001522,Paternity Leave,2024-06-05,2024-06-29,24,Pending
LEV003055,EMP001523,Sick Leave,2022-04-20,2022-04-29,9,Pending
LEV003056,EMP001523,Compassionate Leave,2019-08-29,2019-09-11,13,Approved
LEV003057,EMP001523,Paternity Leave,2019-05-08,2019-06-01,24,Approved
LEV003058,EMP001523,Paternity Leave,2019-01-02,2019-01-11,9,Rejected
LEV003059,EMP001524,Annual Leave,2025-06-26,2025-07-06,10,Approved
LEV003060,EMP001524,Sick Leave,2021-05-03,2021-05-18,15,Rejected
LEV003061,EMP001524,Annual Leave,2023-02-18,2023-03-01,11,Approved
LEV003062,EMP001524,Annual Leave,2019-05-24,2019-06-07,14,Approved
